Review,Polarity,Town,Region,Type,cluster
acabo regresar estancia noches ser tulum estupendo alojarse disfrutar tulum alrededores arquitectura interesante hermosa acero hormigón piedra madera entorno exuberante tropical océano mayoría dan mar propias terrazas jardines privados pequeñas piscinas totalmente privadas sólo árboles arbustos pantalla pasando huéspedes cada jardín hamaca varias sillas fantástica montón verduras frescas preparaciones interesantes presentación fantástica bebidas buenas recomendaría bebidas mixtas mayoría,4,Tulum,QuintanaRoo,Hotel,0
bonito nadar simplemente echar vistazo cueva puede ser húmeda cenote samula park así conseguir billete visitar ambos,4,Valladolid,Yucatan,Attractive,1
coger autobús local colectivo confiables seguros barato dejan corta distancia pie entrada puede pagar autobús tren alrededor pesos llegar aproximadamente ganga precioso bien organizado bastante grande preciosa bajando escalones demasiado así puede nadar calor,5,Tulum,QuintanaRoo,Attractive,1
así sabes fotos increíbles cristal azul océano ves simplemente cierto todas playas siendo afectadas plage algas terrible agua marrón lleno seewead montaña algas muertas arena oler inodoro nubes moscas parte superior así puede incluso poner pies agua triste semana aquí hijo años incluso piscina así vacaciones exclusivamente ruinas queríamos ir habló gerente dijeron crédito noches queríamos vivir luego reservado piscina luego dijeron crédito,2,Tulum,QuintanaRoo,Hotel,0
elegí recomendado idea resumen propietario vieja dama deprimente segundo intuía pedí eligió orden corriente minimo sóloduró aproximadamente horas estómago empecé sudoración disculparme empresa revisión merece tiempo buenos lugares ir isla mujeres ofrecen buena excelente embargo ningunomás,1,Isla_Mujeres,QuintanaRoo,Restaurant,2
lugares quieres regresar regresar regresar buenisima precio justo atención excelente fresquísimo encantó volveré tantas veces posible,5,TodosSantos,Baja_CaliforniaSur,Restaurant,3
desayuno encantador incluye zumos recién hechos tostadas batidos aguacate gluten tortitas gran día exploración,4,Tulum,QuintanaRoo,Restaurant,2
agradable atento ambiente bueno música fantástica decoración bonita precios exagerados sabemos zona tulum precios altos sitio dos platos pasta ajo albahaca agua pesos vuelvo,3,Tulum,QuintanaRoo,Restaurant,3
vas aquí entorno bastante buena visitando pirámides teotihuacan recomiendo almuerzo hace calor afuera duda disfrutar forma natural ubicación comiendoen cueva incluso ocupado tome tiempo conseguir mesa puso reserva dijeron minutos espera sentados minutos comenzó bien parecía deja finalmás,4,Teotihuacan,Estado_de_Mexico,Restaurant,1
medio presente dirijo ustedes preocupada molesta informar bookingcom hotelescom ofertan posada misión taxco guerrero buena buena opción hospedarse pena comento mienten toda expresión palabra padres ahí celebración aniversario reportan engañada todas páginas hice reservación malas condiciones sirven teléfonos fuga baños puertas roperos amarradas ligas falta luz pasillos balcones crítico señores mitad pandemia cuenta medidas sanitarias orden secretaría salud debe contar toman temperatura,1,Taxco,Guerrero,Hotel,4
realmente especial tina descuidada mantenimiento preferí usarla fauna nociva cama alejado centro particular distinga recomiendo,2,Cuetzalan,Puebla,Hotel,0
increíblemente sabrosa bastos decepcionó ningún lima sopa quería realmente volveremos vez tan relajante sabrosa precios razonables,4,Isla_Mujeres,QuintanaRoo,Restaurant,2
excelente romántico comi luz velas menu variado buen sazón,5,Xilitla,San_Luis_Potosi,Restaurant,3
gusta sushi roll df mejor metepec malo tardan años llevarte hora cuenta mucha gente,2,Metepec,Estado_de_Mexico,Restaurant,4
sirvieron cena servilletas tela manchadas parecía aceitoso cocktails vasos pequeños hielo contenido mejor precios costosos calidad desafortunadamente,2,Isla_Mujeres,QuintanaRoo,Restaurant,2
excelente servicioambiente recomiendo quiere comer típica región delicioso,5,Valladolid,Yucatan,Restaurant,3
sólo probé capuccino buena ir parecía interior agradable puedes comprar café incluso tartas,4,Ajijic,Jalisco,Restaurant,2
maría favorito local comimos mientras méxico precios razonables porciones enormes duda prueba congelados naranjada limonada enorme guacamole fresco hecho patatas tacos grandes quesadillas etc volveremos,5,Sayulita,Nayarit,Restaurant,2
pedimos cafés salir comimos debido viene cobraron pesos ridículomás,1,Isla_Mujeres,QuintanaRoo,Restaurant,2
llegar meseros ignoraron abordamos dijo podíamos sentar servirnos tardarían muchísimo preguntamos podríamos sentar zona menos ruidosa dijeron entonces todavía tardarían atendernos,1,Zacatlan,Puebla,Restaurant,4
hostal barato pagamos euros doble privado edificio m edificio principal incluye desayuno huevos revueltos frutas yogur técafé perfecta personal servicial amable ubicación aceptable única cosa podría mejorar inodoros duchas viejas sucias sólo dos lavabos lavarte dientes mejora duda,4,San_Cristobal_de_las_Casas,Chiapas,Hotel,0
novio alojamos torre nivel magníficas vistas mayoría árboles pájaros vistas parciales océano habitacióncuarto baño básico bien necesitábamos bueno tener propia ducha wc diferencia cabañas llovió agua inundó través brechas alrededor ventanas agujeros insectos conseguir noche suerte red bichos aire acondicionado montón ventanas permiten brisa mar llenar personal limpieza siempre hizo gran trabajo único aspecto negativo personal recepción x señoras particular veces bastante,3,Tulum,QuintanaRoo,Hotel,0
acogedor menu variado terraza buena puedes comer tranquilamente familia calidad vs precios razonable bueno recomendado altamente siempre voy malinalco voy esposa,5,Malinalco,Estado_de_Mexico,Restaurant,3
llego música tarde pido cerveza oscura estropean poniéndole limón tomé pescado uff calidad sabor alguno complementos plato risa tortillas pasadas intento quitarme tal mal sabor boca,1,Valladolid,Yucatan,Restaurant,2
ambientación excepcional tres veces maravilloso debajo árbol espectacular mejor chef área duden tantito,5,Bacalar,QuintanaRoo,Restaurant,2
ve padre carta creo expectativas altas tan rica precio elevado compara restaurantes atención mesera dejó desear ponía atención platicaba,2,Tlaquepaque,Jalisco,Restaurant,3
precioso bien conservadoprecio razonable solo tener precaución intermediarios turísticos venden sobreprecio entradas tour,5,Tulum,QuintanaRoo,Attractive,1
hermoso pocos mejor vivo fotografías muyyy bueno podría decir casi excelente salvó alguno barra payasitos ahí mas meseros recepción choferes etc super amables súper rico desayuno mucha variedad rico cenas excelentes favoritos auma mesero césar atiende súper bien maxal aunque mexicano gourmet verdad nivel general encantó trato alimentos bebidas etc recomiendo llevar aquashoes entrar entrar rocosa,5,Tulum,QuintanaRoo,Hotel,3
experiencia lejos bueno museo agua salada cuatro platos mismo sabor agua mar salada comentó camareros parecía importarle postre día struddle industrial atención personal olvidaron montón cosas orden necesidad pedir dos veces vaso agua pedimos struddles sólo llegó malo dado sabor calidad realmente realmente decepcionado recomendamos prefieren recomendar tacos calle,1,Xilitla,San_Luis_Potosi,Restaurant,2
verdadera lástima terraza resulta vista agradable comer llegué desagradable olor orines excremento gato igual desagradable antihigiénico gato ande paseando,2,Teotihuacan,Estado_de_Mexico,Restaurant,4
lindo sitio arqueologico sobretodo cercania mar pequeno supuesto comparable chichen itza locacion entorno increible recomiendo ir mas temprano posible cantidad turistas junta despues calor hacia medio dia,4,Tulum,QuintanaRoo,Attractive,1
gustó íbamos normal grande bufete pedimos carta ir aeropuerto mas x salsa tomate quesadillas tenia cabello reclame,1,Chiapa_de_Corzo,Chiapas,Restaurant,2
hace años escribí opinión considero sucursal cuernavaca excelente caso sucursal tepoztlan buena aunque,3,Tepoztlan,Morelos,Restaurant,3
dejó q desear lentos mesero olvidaba pedíamos calidad mejor,1,Cuatro_Cienegas,Coahuila,Restaurant,3
tosepan pequeño acogedor sierra puebla alojamientos ofrece perfectamente integrados bellísima naturaleza rodea construidos casi totalidad materiales bambú piedra detalles encantadores fruta flores agua fresca cada recomiendo particular cabañas tapanco sólo pueden mejorar bastante cuestión reservaciones verdadero lío comunicarse concretar reservación sencilla parte encanto cuetzalan,4,Cuetzalan,Puebla,Hotel,0
muchas tiendas fantásticas pueblos encantadores santos ciudad llena tiendas galerías arte tiendas únicas mercados restaurantes playas espectaculares solitaria avistaje ballenas tesoro recomendable,5,TodosSantos,Baja_CaliforniaSur,Attractive,1
experiencia inolvidable cenote cerrado varias cuevas buena atención personal suerte tener tour guiado exclusivamente dos llegar partir directamente cenote terminar permiten quedarse rato nadando haciendo fotos disfrutamos,5,Tulum,QuintanaRoo,Attractive,1
quieren cena romántica tulum this is the place enclavado montaña vista privilegiada barra tragos primera vale pena llegar temprano ver atardecer precios razonables carta vinos variada creativa deliciosa,4,Tulum,QuintanaRoo,Restaurant,3
dice título desayunar sitio siendo horas solo ofrecían fruta café jugos cocineros aún llegaban íbamos casi hora después empezaron llegar lindo,1,Mazunte,Oaxaca,Restaurant,4
atascado covid meten meten gente día normal deplorable único bueno bebidas,2,Tequila,Jalisco,Restaurant,4
patio maravilloso entorno dio buena primera impresión expectativas disminuyó moderadamente ver menú bastante aburridas tres pedimos enchiladas estafador mole fuente mexicana degustación pedí mezcal mientras espera llegar sabía comoquita esmalte uñas hizo reflexionar perspectiva despertarse ciego mañana siguiente cerca hora tarde fin llegó explicaciones sabor sosa mejor casos amigo ordenó bandeja degustación pasamos noche siguiente temblaban suelo baño día siguiente dieron placer pañales usando adulto horas coche vuelta df general bastante experienciamás,1,Taxco,Guerrero,Restaurant,2
hermoso vista increíble comimos prehispánica mercado tepoztlán experiencia genial visitamos iglesia recorrimos mercado artesanías,5,Tepoztlan,Morelos,Attractive,1
bien instalaciones mejor vista hacia montañas problemas reservación realizada aun pesar tres días confirmado mantuvieron esperando pm darnos supuestamente falla sistema interno albercas exterior jacuzzi sucias demerito estancia desayuno buffet rescato estancia gran surtido platillos frutas jugos buena atención spa regular costos altos proporcionan relación precio alta condiciones cadena marriott,3,Ixtapan_de_la_Sal,Estado_de_Mexico,Hotel,4
bueno general salvo momento check in min espera actitud recepcionista ayudaba menos variedad buffette desayunos city express normal cómodo estadía corta,4,Tlaquepaque,Jalisco,Hotel,4
verdad creo debes dejar hacer divertido posibilita encuentro momento historia relatos zambulli ningun tipo prurito vale penase dice alguien muyyyyy citadinaaaa,5,Tulum,QuintanaRoo,Attractive,1
bonito papa juan pablo ii dió misa pueblo mágico yucatan ubicado casi hora mérida visitar convento virgen izamal además cuenta zona arqueológica alto puedes ver pueblo,5,Izamal,Yucatan,Attractive,1
novio alojamos diamante k días finales marzo principio reservado sur tulum después leer críticas realmente mal acerca ruido instalamos hippie hut diamante k descripción baño compartido así dijo espera llegar encontrar simple precio pagamos avance rápido llegada llegamos tarde noche encontramos guardia seguridad hizo checkin oscura simple guiado personalmente sorpresa esperábamos increíble aventura árbol swiss family robinson,5,Tulum,QuintanaRoo,Hotel,0
tal sacar dinero ratas ayuntamiento avisan parquímetro policías ven avisan regresas topas canayada demás bien,1,Orizaba,Veracruz,Attractive,4
embargo recomiendo bonitas lento gusto debajo media sabor viejos días vista fantástico tranquilo baño espeluznante noche precioso hora puesta sol vengo guadalajara negocio normalmente conseguí buena experiencia así vez buscar mismo punto precioi decididas volver aquí simplemente coger taxi ir comer,3,Tlaquepaque,Jalisco,Hotel,0
nunca isla mujeres elegidos hacer opción incluido duda volvería isla todoincluido isla tan pequeña terminamos yendo ciudad cada día toda acción ubicación privilege aluxes bueno términos varios problemas reservas incapaz servirnos noche reservamos debido gran fiesta realmente sólo tabla así nunca dieron comer allí edificio lado espacio alquiler partes madrugada enormes estúpido sticklers toallas piscina hacer gran problema pedir,3,Isla_Mujeres,QuintanaRoo,Hotel,0
siempre vamos escapaditas pequeña explorar méjico hace invierno tulum quedamos piedra escondida precio justo claro frente mar mar maravilloso calmado bontio limpio aqui aislada casi privada desayuno incluidos increíble aunque comimos bien tulum siempre desayuno desataco comidas favoritas aqui pasamos bien pagamos,5,Tulum,QuintanaRoo,Hotel,0
pizzas calzones excelentes ingredientes frescos sabrosos chimichurris originales atento personal accesible centrico acuerdo descuentos hoteles,4,Tequisquiapan,Queretaro,Restaurant,3
verdad gente decía tenia visitar debido colores turquesa aguas impresionantes verdad afirmo escuchési quieres ver ruinas entender historia llegada españoles américa zona vas encontrar aqui luego das chapuzón aguas cristalinas arena blanca excelente,4,Tulum,QuintanaRoo,Attractive,1
interesante bonita dentro malas condiciones basura afuera adentro ver dentro telarañas muros general condiciones tristes,2,Valladolid,Yucatan,Attractive,1
ver vimos pescados diminuta anguila mitad nadar guía dijo ver cocodrilos afortunadamente ninguno día hacer lado calle merece pena comparada buenos cenotes playas zona decepcionante,2,Tulum,QuintanaRoo,Attractive,1
fantástico gran ubicación tulum norte cerca ruinas visita obligada plato llegaba fría fideos borrachos curry bastante bien especialmente méxico,4,Tulum,QuintanaRoo,Restaurant,0
pueblo mágico vale pena visitar encuentra sinfín cosas hacer buenísima tranquila artesanías etcétera,5,Sayulita,Nayarit,Attractive,1
quería realmente interior precioso bueno madre aquí hace años sugirió cenar definitiva quedé decepcionado porciones calidad algunosde platos marido pidió secados ahogada bocado pan duro salsa decepcionante tortas ahogadas real encontrar aquí sentirá equivalente mcdonalds mejores platos región colmo hice enferma noche náuseas dolor estómago creo ello cepillado quizás tequila temprano estómago vacío día siguiente marido bajó grave caso envenenamiento duda mente ahogada debido secados única cosa comimos nadie familia tocado nota puede conseguir calidad carne ser entregado vacaciones sirven sobras aún pura basura nunca regresarémás,1,Tequila,Jalisco,Restaurant,2
playas tulum llenas sargazo olor difícil trabajo visible eliminar clubes cerrados mayor problema parece clubes restaurantes venden bebidas pesos dólares precio alto especial mexicana americanizada desafortunadamente área frente costosa explotada dado playas hermosas necesario perder tiempo tulum,2,Tulum,QuintanaRoo,Attractive,1
mateo necesario ir tulum después día soleado veces quiero tirar camisa zapatos conseguir frente usted mateos puede ser tipo conmuy buena local hamburguesa necesitas aparcamiento asientos personal amable bastante rápido decir rápido tulum desayuno almuerzo cena ido mateo parece barmúsica tipo ambiente tarde noche puede ir tulum ser total gastrónomo comer vegetariana locales mexicana lugares modernos confía ir mateo puntos quiero comer buena tener buena bebida tener poner especial ropa attitudewise,4,Tulum,QuintanaRoo,Restaurant,0
pasamos noches villa kiin bien limpio cama king size desayuno continental cercano bonito compara precio merece pena estancia única desventaja conexión wifi señal celular conexión wifi zone única recepción,4,Isla_Mujeres,QuintanaRoo,Hotel,0
amigo alojamos aquí noches febrero elegimos ubicación cosas buenas decir general sentimos defraudados primer hacer reserva reto recomendado lleno llamamos reservar dijeron necesitábamos correo electrónico tarjeta crédito información copia identificación negamos hacer explicando manera segura manejar información sensible privado final sugirió podría reservar reserva hotelcom hicimos extraño aceptaban reserva teléfono sé pagar comisión hotelcom considerable,3,Palenque,Chiapas,Hotel,4
hoy comimos recomendaron pedimos corte carne devolver crudo pedimos pulpo grill duro embargo sorprendente precio elote,3,Valladolid,Yucatan,Restaurant,2
allí zona niños juegos hamaca subida niños jugar ningún agradable molesto niños pequeños comer aquí lasbebidas bastante mala quizás simplemente pedir bebida luego deje niños juegan cercamás,2,Tulum,QuintanaRoo,Restaurant,0
habia ido vez bacalar solo entrada salida oportunidad visitar fuerte san felipe bueno mas museo ocasión museo pobre nadie pueda explicar relatar algun historia museo textos encuentran dando explicación ven estan decolorados resumen bonito ir tomarte fotos,3,Bacalar,QuintanaRoo,Attractive,1
bien especial mejor alguno además quedamos pesos así pagar dólares estadounidenses tomaron dólar precio bajo deberían devolvió cambio enpesos tipo cambio aún bajo realmente gracias turistas negocio hagas volverémás,1,TodosSantos,Baja_CaliforniaSur,Restaurant,4
bien luna sacra general agradable cuartos amplios balcón calle cuarto baño bien cuentan sala chimenea cocineta barra buen personal amable ayudaron prender chimenea café chocolate nunca probado combinación pan húespedes próximo plaza pueblo tranquilo caminando hacer hambre llega rápido centro pueblo idea descansar perfecto internet urge regresar carlos morán,5,Tapalpa,Jalisco,Hotel,0
experiencia inolvidable hermoso distinto conocido guía excelente,4,Tulum,QuintanaRoo,Attractive,1
produce gracia ver pobre tiburón gata encerrado jaula x sacan agua cada dos minutos turistas saquen fotos panorama ideal recomiendo,1,Isla_Mujeres,QuintanaRoo,Attractive,1
nuevo valia cuesta hoy completamente descuidado mal oportunidad conocerlo dos etapas nuevo actual lastima vanguardista dentro concepto momento,1,Valle_de_Bravo,Estado_de_Mexico,Hotel,4
bonito ser grupo xcaret realmente esperaba ningún solo plato verdad gustado toda iba regular mala entiende ser bufet pueda,2,Valladolid,Yucatan,Restaurant,4
bueno super bien ubicado ideal ir familia disfrutar hermosa vista buena compañía sinceramente vuelvo visitar pronto,5,Sayulita,Nayarit,Restaurant,3
visite nuevamente esposo hija años marriot julio pasado otorgarme habitacion carcana alberca temprada alta ruido compenso excelente atencion personal chicas mercadito adan adrian pedro restaurant actitud mejora cualquier animo hicieron dias relax tambien sentirnos consentidos atracciones peques divierten entusiasman permitiendoles papas respiro gracias personal sonrisa,4,Ixtapan_de_la_Sal,Estado_de_Mexico,Hotel,4
vendieron tour snorkel ir arrecife mas grande mexico parecio economico comparacion ofrecen guias acpetable venden tour dicen lockers llegas ohh sopresa caja guardan cosas puedes usar camastros cliente espectaculo ruinas arrecife maravillosa compensan cosa gusto irias vez ojos cerrados,3,Tulum,QuintanaRoo,Attractive,1
mexicana debo decirles orgullo alguien país ame venir vivir tener colección tan grande artesanía ademas tenerla permitirle turistas visiten valladolid entrar conocerlahay dar solamente donativo mismo va apoyar diferentes causas socialeses puedes dejar visitar valladolid vale pena ver,5,Valladolid,Yucatan,Attractive,1
cuenta fundamental palenque ruinas mayas ciudad ofrece atractivos ubicación correcta limpias espaciosas aire acondicionado agradece proponen bella piscina momento construcción inutilizable desayunos bufé correctos,3,Palenque,Chiapas,Hotel,0
presentación platillos sabor mismos toda experiencia recomiendo mole coleto sopa pan tamal chipilín maíz azul,5,San_Cristobal_de_las_Casas,Chiapas,Restaurant,2
bonito deliciosa gustó milanesa napolitana papas precios altos vale,4,Bacalar,QuintanaRoo,Restaurant,3
pequena super bonita tranquila puedes relajarte tantos vendedores ideal nadar descansar,5,Sayulita,Nayarit,Attractive,1
marido alojamos grupo reserva paisaje absolutamente preciosa tan bien pasando tiempo maravilloso última noche allí casi así reservado así robaron dinero joyas ocupadas cajas salir cajones gerencia informado robos quieres ofrecer ayuda director general grosero condescendiente huéspedes robado artículos forma estrellas va ser llevado recomendaría jamás,2,Tulum,QuintanaRoo,Hotel,0
ruinas día grados húmedo podíamos hacer caliente necesidad agua venden agua vez entras park precioso montón iguanas venden hielo vez salgas pops increíble tomamos tren vez pie ten cuidado tiendas coco piña bebidas cobraron usd ay deliciosos caro,4,Tulum,QuintanaRoo,Attractive,1
esposa alojamos cabañas tulum semana navidad pasamos unas vacaciones maravillosas menos personal antipático ziggy beachel bistro primeros días personal amable tercer día nuevo barman llegamos ambiente cambió completo actitudes camareros diferente puntos incluso ignorado idea trataron mal dimos menos incluso compramos agua momento camarero pedí esposa cuánto alojas smurk hacía sentir tan incómoda aprovechamos desayuno cortesía cabañas tulum últimos días odio decir siento personal homophobic agradable cualquier parte vacaciones tulum absolutamente increíble buena bistro antipática actitud trumped además bar necesita mejor saneamiento lavar copas bebidas etc sientas bar asqueroso ver cómo lavan platos vasos plástico,2,Tulum,QuintanaRoo,Attractive,0
previsto paseo ver ballenas utilizan pescadores locales guías debían dejar punta lobo viaje retrasó dos veces finalmente cancelado debido oleaje alto ambos días surf tan alto pescadores locales negaron salir oportunidad ver cómo barcos establecieron vimos tres barcos prueba olas pequeña capilla cerca pescadores oportunidad visitar gente local interesante,3,TodosSantos,Baja_CaliforniaSur,Attractive,1
bonito arquitectura decoración mezcla materiales wow cuartos comodos huespedes intentamos cenar decepcionantemente huesped reservar propuesta valor cumple expectativas pudimos disfrutar cada instante tener experiencia memorable única propone carta bienvenida tener salir buscar cenar noche,3,San_Cristobal_de_las_Casas,Chiapas,Hotel,4
peña aprecias vista completa valle bravo entra cuesta pesos recomienda subir caminando estacionamiento grande calles estrechas,5,Valle_de_Bravo,Estado_de_Mexico,Attractive,1
hermoso hermoso entorno bien dos tés simple hielo ole verdad iniciativa camarero preguntaron olvidó inglés supuesto gerente suficientes lugares cerca usted debe evitar estelugarmás,1,Tulum,QuintanaRoo,Restaurant,0
creo lola cuidadosamente mano elige sólo recetas esperarpersonal tan atento profesional hizo principio final cena absolutamente maravillosa estupenda personal estupendo hacebastante espectacular atardecermás,5,Isla_Mujeres,QuintanaRoo,Restaurant,0
situado corto paseo jardin centro antiguo edificio agradable colorido comedor especialidades día precio razonable mxn incluyen selección carta platos postre cierto flanera incomible asemeja taza invertido plástico obtiene compra botella jarabe tos tres enchiladas suizas bastante buenos sugerencia ordenar menú extenso deje orden touristas especial día ambiente agradable excepcional realidad carruaje algún promedio buenomás,3,Dolores_Hidalgo,Guanajuato,Restaurant,2
coincide foto reserva otorgada instalaciones privadas públicas lamentables posible quemes tocar manija agua caliente insólito menos puedas regular paredes húmedas mal olor consecuencia,1,Valle_de_Bravo,Estado_de_Mexico,Hotel,4
general buen pequeño ubicado centro puede ver convento hecho detrás hacia pequeña ruina maya precios razonables dan aunque café tostadas pan blanco pan escaso desayuno continental incluso artículos orden buenos baratos advertencias sueño ligero evite parte delantera balcón necesitarás tapones dormir cónyuge dormir bien creo resto bien seleccionar aquellos visita regreso aunque hizo disfrutar observando balcón ir dormir agua caliente caliente tibias,4,Izamal,Yucatan,Hotel,0
aunque hospedamos cenar dia sabado buffet mexicana tacos deliciosos cochinita ademas preparas sopecitos tlacoyos malo solo frijol demas platilos buenos,5,Taxco,Guerrero,Restaurant,3
conozco hace años siempre mantenido dentro nivel bueno ocasión acudí comer lleve gran decepción pedir nuevas opciones regularmente pido pedí tacos,2,Tepoztlan,Morelos,Restaurant,2
llegamos hora cierre día abren recuerdo así corriendo montón opciones menú corto servidor amable honesto dio granservicio importa además vistas terraza jardín increíble hace importa cerveza sirve vaso frío pidió importa música únicos momento tener terraza privada comer tarde malmás,4,TodosSantos,Baja_CaliforniaSur,Restaurant,0
gente cruzar barreras iguana alimentación decepcionante vimos coati mundi cruzar calle,2,Tulum,QuintanaRoo,Attractive,1
buena gente unas patatas fritas porciones pequeñas mosquitos pueden llegar ser mal viento oeste presentación buena,3,Isla_Mujeres,QuintanaRoo,Restaurant,2
propiedad bien cuidada bien decoradas interior personal agradable atento hacen pueden asegurarse huéspedes estancia agradable sirve buena aunque caro restaurantes locales plataforma observación ofrece maravillosas vistas mar selva aunque dos veces allí vez amanecer vez atardecer personas claramente huéspedes reservamos suite junior vistas mar contraposición junior suite b vista parcial mar tener viajado ahora siempre dan preocupado persona lleva dicen,2,Tulum,QuintanaRoo,Hotel,0
gustaría dar cuatro estrellas pasta excelente puedo traer hacer después ver terrible práctica saneamiento camareros camarero repetidamente mano sacamos entonces limpiado camisa inmediatamente después poniendosu manos sucias enfriador hielo entonces agarrando cubiertos varias veces corrió manos través pelo sudoroso comí pasta modos delicioso pareja comer apetito después grossnessmás,3,Sayulita,Nayarit,Restaurant,4
esposa pasamos días junio quedamos encantados privacidad personalizado pasó cena punto destacado cada día debido combinación estupenda agradable normalmente comidas pueden ser redundante después varios cenas mismo quedamos encantados cada plato pedimos noches cena especialmente romántico entrañables recuerdos cancún hace años cozumel hace años cruceros vegetación encantará isla mujeres rolandi manera perfecta disfrutar tranquilo relajante isla,5,Isla_Mujeres,QuintanaRoo,Hotel,0
cenar principio nerviosos únicas personas resultó ser mejor parte personal fantástico maravillosa volvimos domingo bebidas salsa escenario playay difícil decidir dónde mirar bailarines preciosa toda zona bien mantenido viajamos años encantó música feliz así adecuado niñosmás,4,Tulum,QuintanaRoo,Restaurant,0
excelente tour tulum falta atención infraestructura enlazona dellegadael tren ideal parallegar salir delazona arqueológicadefinitivamente viaje sinigual recomiendo ampliamente visita,5,Tulum,QuintanaRoo,Attractive,3
fotos sitio web parece genial embargo llegamos quedamos decepcionados decir dicho obras renovación llevan cabo comunique hicimos reserva piscina único acceso cubierta material construcción rodeado ruidoso ruidos mencionado críticas ruido sierras cadena hicieron sentir vacaciones sitio construcción isla tropical respuesta mixta personal recepción primera dama hablé patética dispuesto ayudar preguntando acerca atracciones turísticas isla,1,Isla_Mujeres,QuintanaRoo,Hotel,0
vuelta casa después pasar semana maravillosa septiembre octubre isla mujeres nautibeach apartamento unidad dormitorio deluxe vistas océano vista balcón duda altura nombre ofrece vista increíble exuberante zona jardín piscina último menos importante océano propietarios bien decorada unidad tema mexicano complementa vacaciones mexicanas viajábamos pareja unidad dos dormitorios ofrecen suficiente privacidad mundo baño wc ducha independientes lavabotocador acomodar persona personal recepción amable ofreció realizar reservas,5,Isla_Mujeres,QuintanaRoo,Hotel,0
comentario escrita excursión barco perspectiva cozumel ruinas tenlo cuenta haciendo excursión cualquier barco crucero cozumel tomar barco costa minutos puede ser rocosa luego autobús llevará horas llegar allí dejó menos hora ver ruinas vieron gravementeabarrotado turistas hora ir compras excursión todavía tarde volver embarcación mejores ruinas mayas chichen itza cerca cancún camino,2,Tulum,QuintanaRoo,Attractive,1
rentamos equipo snórkel atención pésima chicos ahí mala onda señora pidió favor quisieron hacerlo después rieron molestó montón paga entrada paga equipos pagar dejar cosas casillero cenote encontré pequeño solo hacer snorkel creo mejor hacer buceo dentro tortugas siempre escondidas debido gran cantidad gente molesto montón gente puede ahí tan tranquilo bueno rescatable cenote realmente bonito,2,Tulum,QuintanaRoo,Attractive,4
hermoso ver lado ventoso isla pasa caminata tranquila largo pared mar principio fin mitad camino lavó tiraron lástima tan tranquilo allí,2,Isla_Mujeres,QuintanaRoo,Attractive,1
valle bravo pasar domingo decidimos comer atracrivo vista pues enclavado laguna concepto realmente original embargo demasiado turístico dejado,2,Valle_de_Bravo,Estado_de_Mexico,Restaurant,1
importa usted elija verde verde proporciona gran verde ensalada ayer mismo maravilloso,4,Isla_Mujeres,QuintanaRoo,Restaurant,2
casa cultura taxco edificio hermosisimo epoca colonialdesde alli promuven tipo actividades relacionadas arte,4,Taxco,Guerrero,Attractive,1
agrado personal wifi pesimo necesitaba checar cosas trabajo desconectaba tambien habia cerca ir comprar agua comer,3,Tlaquepaque,Jalisco,Hotel,4
despues ver paraiso tulum deslumbro linda igual alquilamos carrito golf ahi primero pusimos lona comimos sandwiches llevamos barcitos kioscos cerca comprar tambien pueden alquilar reposeras consumir agua color hermoso oleaje isla general gusto tan paradisiaca imagine solo puede acceder resto privadas acantilados volveria,4,Isla_Mujeres,QuintanaRoo,Attractive,1
gusto zasón ricos burritos guisos zasón estubiera casa agradable limpio empleados verdad amables actitud trabajo,5,Loreto,Baja_CaliforniaSur,Restaurant,3
seguro bombo llegamos alrededor domingo comparándola lleno pedí camarero mesa personas comparándola groseramente respondiótienes registrarte mismo ah bueno esperamos elbar conseguí ningún tipo vez mesa abrirse pedí menú comparándola dijo camarero sólo servimos costillas domingo aquellos gusta costillas sé opción comparándola digo comparándola costillas sólo costillas domingo dijo grupo costillas bien hicieron caer justo hueso ensalada pan maíz buenos refrescos plana vez servido nunca vimos camarero nuevo tiempo anochecer billel mesero desfachatez decir propina bastante perdone supongo establecimiento ocupado titulado comparándola piensan pueden hablar clientes espero crítica compensa nunca volveremos comparándola muchas opciones restaurantes tan im mejor variedad serviciomás,3,Isla_Mujeres,QuintanaRoo,Restaurant,2
perfecta ubicación tlaquepaque deja desear solo recomendaría tomar tequila cerveza,2,Tlaquepaque,Jalisco,Restaurant,3
excelente equipo impresionante interactuar personas christian favorito increíble gran variedad restaurantes tales personal amable encantador cada noche diferente entretenimiento cantando cada noche divertido agradable vacaciones,5,Tulum,QuintanaRoo,Hotel,0
dos veces gran gran increíble plato mariscos servidos enorme bowl salsa ligeramente picante delicioso,4,Sayulita,Nayarit,Restaurant,2
cenote bonito msificado grupo personas apenas cinco seis puedes disfrutar relajarte saltar par saltos agua majos recomendable visita,5,Valladolid,Yucatan,Attractive,1
creo mala suerte pedí tres cosas menú solo tomé copa copa pedí deliciosa nivel deberían tener siempre encantó violinista vivo podría regresar,3,Tulum,QuintanaRoo,Restaurant,2
quizás perdimos veo ninguna razón ir aquí punta mitad isla motivo mapa,2,Isla_Mujeres,QuintanaRoo,Attractive,1
