Review,Polarity,Town,Region,Type
"Llego al restaurante y ya no había música, no era tarde.. pido una cerveza oscura y me las estropean poniéndole limón.. tomé pescado y, uff, sin calidad ni sabor alguno, sus complementos en plato de risa, tortillas pasadas.. intento quitarme tal mal sabor de boca...Más",1.0,Valladolid,Yucatan,Restaurant
"Comida y ambientación excepcional. Fuimos tres veces al lugar. Todo maravilloso. Está debajo de un árbol
Espectacular. El mejor chef del área. No lo duden ni tantito!",5.0,Bacalar,QuintanaRoo,Restaurant
"El restaurante de ve padre la carta creo expectativas altas pero la comida no esta tan rica y el precio es elevado si se compara con otros restaurantes. La atención de la mesera dejó mucho que desear, no nos ponía atención platicaba en lugar de...Más",2.0,Tlaquepaque,Jalisco,Restaurant
"Precioso el lugar. Muy bien conservado.Precio razonable, solo hay que tener precaución con los intermediarios turísticos que venden con sobreprecio las entradas y los tour.",5.0,Tulum,QuintanaRoo,Attractive
"El hotel es hermoso, es de los pocos que esta mejor en vivo que en fotografías, el servicio es muyyy bueno, podría decir casi excelente salvó alguno que otro de la barra un poco payasitos, pero de ahí en mas, meseros, recepción, choferes, etc todos super amables. La comida súper rico, en el desayuno no hay mucha variedad pero todo esta rico. Las cenas son excelentes mis favoritos fueron auma con el mesero César que atiende súper bien, y maxal que aunque es restaurante mexicano es comida más gourmet y en verdad están en otro nivel. En general nos encantó todo del hotel, trato, alimentos, bebidas, habitaciones etc. Recomiendo llevar aquashoes para entrar a la playa al entrar es un poco rocosa.",5.0,Tulum,QuintanaRoo,Hotel
"Nuestra experiencia fue muy lejos de bueno en el Museo.

La comida era más que agua salada. Nuestros cuatro platos tenían el mismo sabor que el agua del mar salada. Nos comentó que uno de los camareros, pero él no parecía importarle. . . ....El postre del día, struddle era más que industrial.
La atención del personal. . . . Se olvidaron de un montón de cosas en la orden: necesidad de pedir dos veces un vaso de agua, pedimos 2 struddles y sólo una llegó (pero esto no fue malo dado su sabor y calidad).

Estábamos realmente realmente decepcionado.

No lo recomendamos y prefieren recomendar unos tacos en la calle. ! !Más",1.0,Xilitla,San_Luis_Potosi,Restaurant
"Es una verdadera lástima que en la terraza de este lugar, la cual resulta a la vista un lugar muy agradable para comer, llegué un desagradable olor a orines y excremento de gato.  Igual de desagradable y antihigiénico que un gato se ande paseando y...Más",2.0,Teotihuacan,Estado_de_Mexico,Restaurant
"muy lindo sitio arqueologico sobretodo por la cercania al mar, es pequeno y por supuesto no comparable con chichen itza pero la locacion y entorno es increible. recomiendo ir lo mas temprano posible por la cantidad de turistas que se junta ya desde despues de las 9 y por el calor hacia medio dia",4.0,Tulum,QuintanaRoo,Attractive
"No nos gustó a los 4 que íbamos. El lugar esta normal es grande. Hay bufete, pedimos de la carta porque teníamos que ir al aeropuerto. Mi comida de lo mas x, la salsa de tomate de mis quesadillas tenia un cabello. No lo reclame...Más",1.0,Chiapa_de_Corzo,Chiapas,Restaurant
"Hace unos años escribí una opinión sobre  este lugar, considero que la sucursal de Cuernavaca es excelente en todo, en la comida y en servicio. En el caso de la sucursal en Tepoztlan la comida es buena aunque no como antes y el servicio ya...Más",3.0,Tepoztlan,Morelos,Restaurant
"El servicio dejó mucho q desear, muy lentos, el mesero olvidaba todo lo que le pedíamos, la calidad de la comida no es la mejor",1.0,Cuatro_Cienegas,Coahuila,Restaurant
"Tosepan es un pequeño pero muy acogedor hotel en la sierra de Puebla. Los alojamientos que ofrece están todos perfectamente integrados con la bellísima naturaleza que les rodea. están construidos casi en su totalidad con materiales del lugar: bambú y piedra. Tiene detalles encantadores como fruta, flores y agua fresca en cada habitación. Recomiendo en particular las cabañas, sobre todo las que tienen tapanco. Sólo un pero... pueden mejorar bastante la cuestión de las reservaciones, es un verdadero lío comunicarse y concretar la reservación. La comida muy sencilla pero ese es parte del encanto de Cuetzalan",4.0,Cuetzalan,Puebla,Hotel
"Una de las muchas tiendas fantásticas en los pueblos encantadores de Todos Santos. Esta ciudad está llena de tiendas, galerías de arte, tiendas únicas, mercados y restaurantes. Las playas son espectaculares y solitaria, avistaje de ballenas desde la playa es un tesoro! ¡Muy recomendable!",5.0,TodosSantos,Baja_CaliforniaSur,Attractive
"Una experiencia inolvidable. Es un cenote cerrado con varias cuevas. Muy buena atención del personal. Tuvimos la suerte de tener un tour guiado exclusivamente para nosotros dos y llegar y partir directamente al cenote. Al terminar, permiten quedarse un rato nadando y haciendo fotos. Disfrutamos mucho.",5.0,Tulum,QuintanaRoo,Attractive
"Quieren una cena romántica en Tulum? This is the place!

Enclavado en una montaña, con una vista privilegiada, barra de tragos de primera, vale la pena llegar temprano para ver el atardecer.

Precios razonables, carta de vinos muy variada y la comida creativa y deliciosa....Más",4.0,Tulum,QuintanaRoo,Restaurant
"Como dice el título, fuimos a desayunar a este sitio siendo las 7:40 horas pero solo nos ofrecían fruta, café o jugos ya que los cocineros aún no llegaban, cuando nos íbamos casi una hora después fue que empezaron a llegar. El lugar es lindo...Más",1.0,Mazunte,Oaxaca,Restaurant
"El lugar atascado, para ellos no hay Covid !!, meten y meten gente como día normal, la comida deplorable. Lo único bueno las bebidas esas si de 10",2.0,Tequila,Jalisco,Restaurant
"El patio maravilloso entorno nos dio una buena primera impresión. expectativas disminuyó moderadamente, ver el menú bastante aburridas. Tres de nosotros pedimos el enchiladas estafador Mole y tenía una fuente mexicana de degustación. Pedí un mezcal mientras se espera la comida para llegar. sabía como...quita esmalte de uñas y me hizo reflexionar sobre la perspectiva de despertarse ciego la mañana siguiente.

Cerca de una hora más tarde, por fin llegó la comida. sin explicaciones. sabor: Sosa, en el mejor de los casos.

Mi amigo, quien ordenó la bandeja de degustación, pasamos la noche siguiente temblaban en el suelo del baño. Al día siguiente nos dieron el placer de pañales usando un adulto durante 3 horas en coche de vuelta a DF.

en general, bastante [ --] experiencia.Más",1.0,Taxco,Guerrero,Restaurant
"Es un lugar hermoso, y la vista increíble. Comimos comida prehispánica en el mercado de Tepoztlán, fue una experiencia genial. Visitamos la iglesia, y recorrimos todo el mercado de artesanías",5.0,Tepoztlan,Morelos,Attractive
"El Hotel esta bien en sus instalaciones. La mejor vista es hacia las montaÃ±as.  Tuvimos problemas con la reservaciÃ³n realizada, aun a pesar de que tres dÃ­as antes la habÃ­amos confirmado en el Hotel. Nos mantuvieron esperando desde la 1 hasta las 4 pm para darnos la HabitaciÃ³n, supuestamente por falla del Sistema Interno del Hotel.  Las albercas tanto la exterior como el Jacuzzi estaban sucias, lo que demerito mucho nuestra estancia.  El desayuno buffet rescato nuestra estancia, con un gran surtido de platillos, frutas, jugos y una buena atenciÃ³n.  El servicio de Spa es regular y tiene costos muy altos para el servicio que proporcionan.  La relaciÃ³n precio - servicio es muy alta para las condiciones de este Hotel de la Cadena Marriott.",3.0,Ixtapan_de_la_Sal,Estado_de_Mexico,Hotel
Bueno en general. Salvo el momento de check in. 40 min. De espera. Y la actitud de la recepcionista no ayudaba en nada. Menos variedad en el buffette de desayunos que en el city express normal. Cómodo para una estadía corta.,4.0,Tlaquepaque,Jalisco,Hotel
"La verdad, creo es algo que no debes dejar de hacer! Es divertido y te posibilita el encuentro con otro momento de la historia y sus relatos! Yo me zambulli sin ningun tipo de prurito... vale la pena...se los dice alguien que es muyyyyy citadinaaaa!!",5.0,Tulum,QuintanaRoo,Attractive
"Muy bonito lugar, lugar donde el papa Juan Pablo II dió una misa, un pueblo mágico en Yucatan ubicado a casi una hora de Mérida , visitar el convento y a la virgen de izamal y además cuenta con una zona arqueológica donde desde lo alto puedes ver todo el pueblo",5.0,Izamal,Yucatan,Attractive
"Mi novio y yo nos alojamos en Diamante K por 5 días a finales de marzo. En un principio habíamos reservado en otro hotel más al sur, en la playa de Tulum, pero después de leer críticas realmente mal acerca del ruido, nos instalamos en la habitación ""Hippie Hut"" En Diamante K. La descripción de la habitación Baño compartido, así que dijo espera llegar y encontrar una habitación muy simple para el precio que pagamos.  Avance rápido a nuestra llegada. Llegamos muy tarde por la noche y nos encontramos con el guardia de seguridad del hotel, quien hizo el check-in en la oscura muy simple y guiado personalmente a nuestra habitación. Para nuestra sorpresa, la habitación era mucho más de lo que esperábamos. Era como una increíble aventura de Árbol Swiss Family Robinson. La habitación 5",5.0,Tulum,QuintanaRoo,Hotel
Con tal de sacar más dinero los ratas del ayuntamiento no te avisan que hay parquímetro y los policías te ven no te avisan y ya que regresas te topas con esta canayada...  Fuera de todo lo demás muy bien,1.0,Orizaba,Veracruz,Attractive
"Sin embargo, no recomiendo el restaurante, pero son bonitas pero muy lento y gusto por debajo de la media. sabor es como viejos días ... vista es fantástico y tranquilo. El baño y la habitación son poco espeluznante por la noche pero precioso durante la hora de la puesta del sol. yo vengo a Guadalajara para mi negocio pero normalmente no conseguí una buena experiencia en el hotel. Así que, en vez de buscar otros en el mismo punto de precio,i están decididas a volver aquí. Simplemente hay que coger un taxi para ir a comer.",3.0,Tlaquepaque,Jalisco,Hotel
"Nunca habíamos estado en Isla Mujeres antes, nos elegidos para hacer la opción de todo incluido. Sin duda volvería a la Isla, pero no al ""todo-incluido. La isla es tan pequeña que terminamos yendo ""a la ciudad"" cada día porque es donde está toda la acción. La ubicación de Privilege Aluxes es bueno en términos de la playa pero no tuvimos varios problemas ... las ""reservas"" restaurante era incapaz de servirnos la noche reservamos debido a una gran fiesta, que era realmente sólo 1 tabla de 20 en todo el restaurante. Así que nunca nos dieron de comer allí. Y el edificio estaba al lado de un espacio de alquiler para las partes que fuimos hasta las 5 de la madrugada. También son enormes para el estúpido sticklers toallas para la piscina y hacer un gran problema es pedir más de una",3.0,Isla_Mujeres,QuintanaRoo,Hotel
"Siempre nos vamos en escapaditas pequeña a explorar a Méjico, y hace poco en el invierno estuvimos en Tulum y nos quedamos en Piedra Escondida porque el precio estaba justo, y claro, frente al mar. El mar es maravilloso, calmado, muy bontio y limpio, y la playa aqui esta aislada, es casi privada. El desayuno incluidos estaba increíble aunque comimos muy bien en Tulum siempre, el desayuno se desataco como una de nuestras comidas favoritas aqui. La pasamos muy bien, y no sobre pagamos.",5.0,Tulum,QuintanaRoo,Hotel
"Las pizzas, los calzones, excelentes sus ingredientes frescos y sabrosos, los chimichurris originales , muy atento el personal , accesible y muy centrico. Tiene acuerdo de descuentos con Hoteles",4.0,Tequisquiapan,Queretaro,Restaurant
"La verdad que la gente me decía que tenia que visitar esta playa debido a que los colores turquesa de sus aguas eran impresionantes; y la verdad que afirmo todo lo que escuché.Si quieres ver algo de ruinas y entender algo de historia de la llegada de los españoles a américa por esta zona, lo vas a encontrar aqui, y luego de das un chapuzón en estas aguas cristalinas con arena blanca. Excelente!",4.0,Tulum,QuintanaRoo,Attractive
"Por fuera interesante y bonita, por dentro en malas condiciones, basura afuera y adentro. Poco que ver por dentro, telarañas en los muros y en general en condiciones tristes.",2.0,Valladolid,Yucatan,Attractive
"no hay mucho que ver. Vimos 2 pescados y una diminuta anguila. A mitad de la nadar nuestro guía nos dijo para ver cocodrilos, afortunadamente no hubo ninguno ese día. No hay mucho que hacer en la playa al otro lado de la calle. No merece la pena comparada con los buenos cenotes y playas de la zona. Muy decepcionante.",2.0,Tulum,QuintanaRoo,Attractive
Un fantástico lugar en una gran ubicación. Si estás en la playa de Tulum norte cerca de las ruinas es una visita obligada. Mi plato llegaba fría pero los fideos borrachos y curry eran bastante bien ... Especialmente para México.,4.0,Tulum,QuintanaRoo,Restaurant
"Un pueblo mÃ¡gico que vale la pena visitar, en Ã©l se encuentra un sinfÃ­n de cosas quÃ© hacer, buenÃ­sima comida, una playa tranquila, artesanÃ­as, etcÃ©tera.",5.0,Sayulita,Nayarit,Attractive
"Quería realmente como este lugar porque tiene un interior precioso y el servicio era bueno. Mi madre había estado aquí hace años y ella sugirió este lugar para cenar.

En definitiva, me quedé decepcionado con las porciones de la comida y la calidad de algunos...de los platos. Mi marido pidió la secados ahogada y tuve un bocado - el pan estaba duro y la salsa era decepcionante. Si has tenido antes, Tortas ahogadas real no encontrar aquí - Se sentirá como un equivalente de mcdonalds de uno de los mejores platos de la región.

Para colmo, me hice un poco enferma esa noche con náuseas y dolor de estómago - no creo que nada de ello y cepillado. Quizás es porque yo tenía tequila temprano con el estómago vacío.

No fue hasta el día siguiente que mi marido bajó con un grave caso de envenenamiento por comida y no hay duda en mi mente que fue ahogada debido a los secados. Era la única cosa que él y yo comimos y que nadie más en nuestra familia tocado.

Nota para el restaurante - si no se puede conseguir la calidad de la carne para ser entregado durante las vacaciones, no sirven las sobras que aún tienen.

Pura basura. Nunca regresaré.Más",1.0,Tequila,Jalisco,Restaurant
"Las playas de Tulum están llenas de sargazo. olor muy difícil. muy poco trabajo visible para eliminar. muchos clubes de playa cerrados. pero mi mayor problema es que parece que todos los clubes y restaurantes venden bebidas a 350 pesos o 15 dólares y la comida tiene un precio muy alto, pero la comida no es nada especial (mexicana americanizada). Desafortunadamente, el área frente a la playa es muy, muy costosa y está explotada, y dado que las playas ya no son hermosas, no es necesario perder el tiempo en Tulum.",2.0,Tulum,QuintanaRoo,Attractive
"Mateo es un necesario ir en un lugar como Tulum. Después de un día soleado en la playa, a veces lo que quiero tirar sobre una camisa, zapatos y conseguir algo de comida en frente de usted. Mateo's puede ser ese tipo de lugar, con...muy buena comida local, y una hamburguesa cuando lo necesitas. Hay mucho aparcamiento y asientos. El personal es amable. El servicio bastante rápido (es decir rápido para Tulum).  Desayuno, almuerzo y cena son cuando he ido a Mateo, pero parece que hubiera un poco más de un bar/música tipo de ambiente más tarde por la noche. Se puede ir a Tulum y ser un total gastrónomo, comer comida vegetariana, locales, comida mexicana en lugares más modernos; pero, confía en mí, tendrás que ir a Mateo en algunos puntos en los que quiero comer buena comida, tener una buena bebida y no tener que poner algo en especial, ropa o attitude-wise ...Más",4.0,Tulum,QuintanaRoo,Restaurant
"Pasamos 4 noches en el Villa Kiin. La habitación estaba muy bien, limpio, cama king size, desayuno continental en el restaurante más cercano. El hotel es bonito y se compara con el precio merece la pena la estancia. La única desventaja es que no hay conexión Wi-Fi en las habitaciones y también no había señal celular. La conexión wi-fi Zone es única en la recepción.",4.0,Isla_Mujeres,QuintanaRoo,Hotel
"Un amigo y yo nos alojamos aquí por 3 noches en febrero de 2007 y lo elegimos por su ubicación. Hay algunas cosas buenas que decir sobre el hotel, pero en general, nos sentimos defraudados. En primer lugar, hacer una reserva fue un reto. El hotel nos fue recomendado por otro hotel que estaba lleno, y cuando llamamos para reservar, nos dijeron que necesitábamos para correo electrónico nuestra tarjeta de crédito información y una copia de mi identificación. Nos negamos a hacer esto explicando que no era una manera segura para manejar información sensible, privado. Al final nos sugirió que podría reservar nuestra reserva de Hotel.com, lo que hicimos. Era extraño para mí no aceptaban nuestra reserva por teléfono porque sé que hay que pagar una comisión a Hotel.com considerable para",3.0,Palenque,Chiapas,Hotel
"Hoy comimos en el restaurante porque me lo recomendaron mucho.
Pedimos un corte de carne 3/4 y lo tuvimos que devolver porque estaba crudo y pedimos un pulpo a la grill que estaba duro. 
Sin embargo lo más sorprendente fue el precio del elote de...Más",3.0,Valladolid,Yucatan,Restaurant
Fuimos allí porque tienen una zona para niños de juegos en donde hay una hamaca y una subida para los niños para jugar en la playa. Ningún otro restaurante que tiene y es agradable y molesto si tienes niños pequeños. No comer aquí y las...bebidas eran bastante mala. Quizás simplemente pedir una bebida y luego deje que los niños juegan cerca.Más,2.0,Tulum,QuintanaRoo,Restaurant
"Ya habia ido una vez a Bacalar solo de entrada por salida, y no tuve oportunidad de visitar el fuerte de san felipe, bueno mas que nada el museo, esta ocasión fui pero el lugar como museo esta muy pobre, no hay nadie que te pueda explicar o relatar algun historia del museo, los textos que se encuentran ""dando explicación"" no se ven estan como decolorados, en resumen el lugar es bonito para ir a tomarte fotos.",3.0,Bacalar,QuintanaRoo,Attractive
"La comida estaba bien, nada especial. No es el mejor servicio si alguno. Además, nos quedamos sin pesos, así que tuvimos que pagar en dólares estadounidenses y tomaron nuestro dólar a un precio mucho más bajo de lo que deberían. Nos devolvió el cambio en...pesos a un tipo de cambio aún más bajo. ¿Como realmente? Gracias a nosotros, los turistas, están en el negocio. ¡No hagas eso! No volveréMás",1.0,TodosSantos,Baja_CaliforniaSur,Restaurant
"Nos fue muy bien en el Luna Sacra, el Hotel en general es muy agradable, los cuartos amplios (el nuestro tenía un balcón a la calle), el cuarto de baño bien, cuentan con una sala con chimenea y una cocineta con su barra; todo en muy buen estado. El personal muy amable, nos ayudaron a prender la chimenea, hubo café (con chocolate, nunca había probado la combinación) y pan para los húespedes. No está próximo a la plaza del pueblo por lo cual es tranquilo; no tiene restaurante pero caminando -para hacer hambre- se llega rápido al centro del pueblo. ¿La idea es descansar? ¡Perfecto! no había internet. Me urge regresar.  Carlos Morán [--]",5.0,Tapalpa,Jalisco,Hotel
"Una experiencia inolvidable. Hermoso lugar, distinto a todo lo que había conocido. El guía excelente .",4.0,Tulum,QuintanaRoo,Attractive
"Si te produce gracia ver a un pobre tiburón gata encerrado en una jaula de 2x2, y al cual sacan del agua cada dos minutos para que los turistas se saquen fotos, este es tu panorama ideal. No lo recomiendo.",1.0,Isla_Mujeres,QuintanaRoo,Attractive
"El hotel cuando nuevo valia lo que cuesta, hoy esta completamente descuidado y muy mal servicio. Tuve la oportunidad de conocerlo en las dos etapas (nuevo y actual). Es una lastima ya que fue un lugar vanguardista dentro de su concepto en su momento.",1.0,Valle_de_Bravo,Estado_de_Mexico,Hotel
"El lugar es bonito y al ser del grupo xcaret realmente esperaba más de la comida, no hubo ningún solo plato que de verdad nos haya gustado, toda la comida iba de regular a mala, se entiende que al ser bufet no pueda estar al...Más",2.0,Valladolid,Yucatan,Restaurant
Un lugar donde la comida y el servicio es muy bueno el restaurante super bien ubicado ideal para ir con la familia y de disfrutar una hermosa vista y una muy buena compañía sinceramente un lugar que vuelvo a visitar pronto,5.0,Sayulita,Nayarit,Restaurant
"Visite nuevamente.  con mi esposo e hija de 5 aÃ±os  el hotel Marriot en julio pasado. Al otorgarme una habitacion carcana a la alberca y en temprada alta fue mucho el ruido, pero todo lo compenso la excelente atencion de todo el personal. Las chicas del mercadito y Adan, Adrian y Pedro del Restaurant con una actitud de servicio que mejora cualquier estado de animo, hicieron que los dias de relax fueran tambien de sentirnos consentidos. Las atracciones para los peques les divierten y entusiasman permitiendoles a los papas un respiro. Gracias a todo el personal por su sonrisa.",4.0,Ixtapan_de_la_Sal,Estado_de_Mexico,Hotel
me vendieron el tour del snorkel para ir al arrecife mas grande de mexico y me parecio economico en comparacion con todos los que ofrecen ese servicio el servicio de los guias muy muy acpetable pero cuando te venden el tour te dicen que hay servicio de lockers y cuando llegas ohh sopresa una caja donde te guardan tus cosas y no puedes usar los camastros si no eres cliente pero en si el espectaculo de las ruinas y el arrecife y la maravillosa playa lo compensan todo cosa que con gusto irias otra vez con los ojos cerrados,3.0,Tulum,QuintanaRoo,Attractive
"Como mexicana debo decirles que para mi es un orgullo que alguien que no es de mi país lo ame tanto para venir a vivir a el y tener una colección tan grande de nuestra artesanía, y ademas de tenerla permitirle a los turistas que visiten Valladolid entrar a conocerla.Hay que dar solamente un donativo, mismo que se va a apoyar diferentes causas sociales.Es un lugar que no puedes dejar de visitar en Valladolid es algo que vale la pena ver.",5.0,Valladolid,Yucatan,Attractive
"Teniendo en cuenta que lo fundamental de Palenque son sus ruinas mayas y que la ciudad no ofrece muchos atractivos,  la ubicación del hotel  es muy correcta.  Las habitaciones son limpias y espaciosas, con aire acondicionado,  que se agradece.  Nos proponen una bella piscina que de momento está en construcción y por tanto,  inutilizable. Los desayunos bufé son correctos. ",3.0,Palenque,Chiapas,Hotel
"Desde la presentación de los platillos hasta el sabor de los mismos, es toda una experiencia. Recomiendo el mole coleto, la sopa de pan y también el tamal de chipilín con maíz azul.",5.0,San_Cristobal_de_las_Casas,Chiapas,Restaurant
El restaurante  es muy bonito la comida está deliciosa me gustó mucho la milanesa napolitana  y papas los precios son un poco altos pero lo vale,4.0,Bacalar,QuintanaRoo,Restaurant
"La playa es pequena pero esta super bonita, esta tranquila, puedes relajarte, no hay tantos vendedores y es ideal para nadar y descansar.",5.0,Sayulita,Nayarit,Attractive
"Mi marido y yo nos alojamos en este hotel con un grupo de reserva. El paisaje es absolutamente preciosa y el hotel estaba tan bien. Todos estábamos pasando un tiempo maravilloso hasta la última noche que estuvimos allí. De casi el 40 o así que las habitaciones que habíamos reservado, por 25 o así que nos robaron. Dinero y joyas estaban ocupadas por las cajas de habitación y salir de cajones. Cuando la gerencia fue informado de los robos, que no quieres mucho que ofrecer ayuda para nosotros en todo. El director general del hotel era muy grosero y condescendiente a los huéspedes que habían robado artículos. Si esta es la forma de 4 estrellas va a ser llevado, que no se lo recomendaría jamás en este hotel.",2.0,Tulum,QuintanaRoo,Hotel
"Fuimos a las ruinas en un día que era de 85 grados y muy húmedo. No podíamos hacer todo esto porque estábamos caliente y en necesidad de agua. No te venden agua una vez que entras en el ""Park"". Era precioso, con un montón de iguanas. Venden hielo una vez que salgas Pops (increíble).  Tomamos el ""tren"" en vez de a pie. Ten cuidado en las tiendas - teníamos 4/coco piña bebidas y nos cobraron $78 USD ... ¡Ay. Estaban deliciosos pero muy caro.",4.0,Tulum,QuintanaRoo,Attractive
"Mi esposa y yo nos alojamos en cabañas Tulum la semana de Navidad. Pasamos unas vacaciones maravillosas, menos el personal antipático en Ziggy Beach/El Bistro. Para los primeros 2 días, el personal era amable, pero al tercer día un nuevo barman llegamos, y el ambiente cambió por completo. Las actitudes de los camareros era diferente, y en algunos puntos, incluso ignorado. No teníamos ni idea de por qué nos trataron mal, nos dimos por lo menos 20% incluso si compramos un agua. En un momento en el que el camarero le pedí a mi esposa, ""cuánto te alojas"", con una smurk. nos hacía sentir tan incómoda, no aprovechamos de nuestro desayuno de cortesía por Cabañas Tulum los últimos 3 días. Odio a decir esto, pero me siento como algunos del personal eran homophobic. no fue agradable. cualquier otra parte de nuestras vacaciones en Tulum fue absolutamente increíble. La comida era buena en el Bistro, pero la antipática actitud trumped. Además, el bar necesita una mejor saneamiento, lavar copas para bebidas, etc. Si te sientas en el bar, que es un poco asqueroso para ver cómo se lavan los platos y vasos de plástico.",2.0,Tulum,QuintanaRoo,Attractive
"Teníamos previsto un paseo para ver a las ballenas que utilizan los pescadores locales como guías y debían dejar de Punta Lobo. El viaje se retrasó dos veces y finalmente cancelado debido al oleaje alto. Ambos días el surf era tan alto que los pescadores locales se negaron a salir. Tuvimos la oportunidad de ver cómo los barcos se establecieron y vimos tres barcos prueba que sea en las olas. Hay una pequeña capilla cerca para los pescadores. También tuvimos la oportunidad de visitar a la gente local, que era interesante.",3.0,TodosSantos,Baja_CaliforniaSur,Attractive
"El Hotel muy bonito, arquitectura decoración y mezcla de materiales wow. los cuartos comodos....   Como huespedes del Hotel Intentamos cenar en el restaurante y decepcionantemente como huesped hay que reservar.....  Propuesta de valor y servicio no cumple expectativas, ya que no pudimos disfrutar cada instante y tener una experiencia memorable y única como lo propone el hotel en su carta de bienvenida al tener que salir a buscar un lugar para cenar a las 9 de la noche.",3.0,San_Cristobal_de_las_Casas,Chiapas,Hotel
La peña es un lugar donde aprecias la vista completa de Valle de Bravo. La entra cuesta 10 pesos se recomienda subir caminando ya que hay un estacionamiento pero no es muy grande y las calles son estrechas.,5.0,Valle_de_Bravo,Estado_de_Mexico,Attractive
"Hermoso lugar, hermoso entorno, la comida estaba bien, pero $15.00 para dos tés simple hielo ole de verdad me iniciativa. Nuestro camarero cuando le preguntaron se olvidó de su inglés y por supuesto no había gerente.
Hay suficientes lugares cerca que usted debe evitar este...lugar.Más",1.0,Tulum,QuintanaRoo,Restaurant
"Creo que Lola cuidadosamente mano elige no sólo sus recetas pero también su esperar-personal. Fueron tan atento y profesional, que es lo que hizo todo, desde el principio hasta el final una cena absolutamente maravillosa. La comida es estupenda, y el personal es estupendo hace...bastante espectacular atardecer.Más",5.0,Isla_Mujeres,QuintanaRoo,Restaurant
"Está situado a un corto paseo de Jardin Centro en un antiguo edificio con una muy agradable y colorido del comedor.

Especialidades del día a precio razonable de $90 MXN que incluyen una selección a la carta de platos más postre. (Por cierto, el flan...era incomible y se asemeja a una taza invertido de plástico que se obtiene cuando se compra una botella de jarabe para la tos).  Tres de nosotros tuvimos que pero fui por los ""enchiladas suizas"" que eran bastante buenos.

Mi sugerencia sería para ordenar del menú extenso y deje que el otro orden touristas el especial del día. Ambiente agradable y servicio excepcional. En realidad, el carruaje en algún lugar entre el promedio y bueno.Más",3.0,Dolores_Hidalgo,Guanajuato,Restaurant
"No coincide la foto de reserva con la habitación otorgada. Las instalaciones privadas, no las públicas, son lamentables. No es posible que te quemes por tocar la manija del agua caliente, insólito, y menos la puedas regular. Habitación con paredes húmedas y mal olor en consecuencia. ",1.0,Valle_de_Bravo,Estado_de_Mexico,Hotel
"En general, este es un buen lugar. Pequeño hotel ubicado en el centro, y se puede ver desde el hotel el convento! De hecho, el hotel está detrás hacia una pequeña ruina Maya! Los precios son razonables para lo que te dan, aunque el café y tostadas de pan blanco es un pan muy escaso desayuno continental, pero incluso para artículos de orden tienen que son buenos y baratos! Advertencias: Si eres de sueño ligero, evite las habitaciones de la parte delantera del balcón porque necesitarás tapones para dormir (tenía algunas, pero mi cónyuge no y no dormir bien). Creo que el resto de las habitaciones están bien y sin seleccionar aquellos en una visita de regreso, aunque nos hizo disfrutar observando desde nuestro balcón hasta ir a dormir. El agua caliente no está caliente - tibias, y",4.0,Izamal,Yucatan,Hotel
Aunque no nos hospedamos en el Hotel fuimos a cenar el dia sabado que hay buffet de comida mexicana unos tacos deliciosos de cochinita donde ademas te preparas sopecitos y tlacoyos que lo malo que son solo de frijol los demas platilos muy buenos y...Más,5.0,Taxco,Guerrero,Restaurant
"Conozco este restaurante desde hace muchos años su comida siempre se había mantenido dentro de un nivel bueno, pero en esta ocasión que acudí a comer me lleve una gran decepción al pedir nuevas opciones de comida de lo que regularmente pido. Pedí unos tacos...Más",2.0,Tepoztlan,Morelos,Restaurant
"Llegamos una hora antes de que cierre, y un día antes no abren, no recuerdo cuando, así que estaban corriendo de un montón de opciones en el menú, que ya es corto, pero el servidor como muy amable y honesto, y nos dio un gran...servicio que no te importa. Y además, las vistas desde la terraza de el jardín más increíble, hace que no importa mucho. La cerveza se sirve en un vaso frío y él pidió que si nos importa la música o no, ya que eran los únicos en el momento. Tener una terraza privada para comer tarde no estaba mal!!!Más",4.0,TodosSantos,Baja_CaliforniaSur,Restaurant
Había gente cruzar barreras y iguana de alimentación. Muy decepcionante. Vimos a ella de coati mundi cruzar la calle.,2.0,Tulum,QuintanaRoo,Attractive
"Buena gente, unas patatas fritas, pero porciones pequeñas. Los mosquitos pueden llegar a ser mal con el viento del oeste.

La presentación era buena.",3.0,Isla_Mujeres,QuintanaRoo,Restaurant
"La propiedad está muy bien cuidada y las habitaciones están muy bien decoradas en su interior. El personal es muy agradable y atento, y hacen todo lo que pueden para asegurarse de que los huéspedes tengan una estancia agradable. El restaurante sirve buena comida, aunque más caro que en los restaurantes locales. El hotel tiene una plataforma de observación que ofrece maravillosas vistas al mar y a la selva - aunque las dos veces que fuimos allí (una vez al amanecer y una vez al atardecer) había personas que estaban claramente no huéspedes.  Reservamos una suite junior con vistas al mar (en contraposición a Junior Suite B con una ""vista parcial al mar"".  Tener un viajado un poco ahora, siempre me dan algo preocupado cuando una persona te lleva a tu habitación y te dicen que lo",2.0,Tulum,QuintanaRoo,Hotel
